"<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<C><U>Good morning! I think I would like to see a movie tomorrow.<A>Wonderful! I can certainly help with booking that for you.<U>The problem is I am not sure what I want to see. I am in the mood for either a romantic comedy or horror film.<PN>find_movies<PAN>name.genre<PAV>romantic comedy or horror<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>'Family Jewels'<PRAV>'Shuttered'<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist""<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes score of 69%<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.person"	"[A]There are movies showing in both those genres. 'Family Jewels' is a Romantic Comedy with a Rotten Tomatoes score of 69%. Synopsis of this movie is ""a famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist"" It stars Melissa McCarthy and Ryan Reynolds."	dlg-7cf36373-91dd-4782-b548-d20522f007dd
"<PR>find_movies<PRAN>name.movie<PRAV>""Terminator Dark Fate""<C><U>My wife and I want to go to see a movie in a theater.<A>What movie do you want to see?<U>We are interested in seeing a drama this evening.<PN>find_movies<PAN>description.other<PAV>most popular drama<PAN>location<PAV>nearby"	"[A]The most popular drama right now is ""Terminator Dark Fate"""	dlg-9fc5bfdd-66b0-4955-af7f-0ae8c15558bf
<U>The city where the Golden Gate Bridge is located.<C><S><A>Hello. How can I help you?<U>A 2020 thriller movie with James Bond that I'm interested in seeing.<PN>resolve_movie<PAN>name.movie<PAV>A 2020 thriller movie with James Bond<PR>resolve_movie<PRAN>name.movie<PRAV>No Time To Die<PN>find_movies<PAN>name.character<PAV>James Bond<PAN>name.genre<PAV>thriller<PAN>date.release<PAV>2020<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<A>Happy to help! Let me just confirm that the movie name is No Time To Die. Is that right?<U>That's right.<A>OK. Would you mind giving me the city and state where you’d like to see your movie?	[PN]resolve_location[PAN]location[PAV]The city where the Golden Gate Bridge	dlg-5306f14a-84ae-4543-8dc1-2fdbc24e94ac
<U>AHH second thought my wife and kids would like to see Jumanji: The next level instead. Is that ok<C><U>I would like movie tickets to see Frozen 2<A>Sure how many tickets would you like<U>4 please two children and two adults<A>At what theater would you like to see you showing?<U>AMC theater located in edinburg<A>ok at what time?<U>6:00 pm showing please<PN>check_tickets<PAN>name.movie<PAV>Frozen 2<PAN>name.theater<PAV>AMC<PAN>num.tickets<PAV>4<PAN>time.preference<PAV>6:00 pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>available<A>get I have locate the theater and the time you have requested are available . Would you like me to book your tickets?	[A]Sure no problem. Let me see if there are tickets available do you still need 4 tickets?	dlg-b3ffd234-ec06-4262-9697-8ac86301d380
<U>No, thanks.<C><U>Hi. I would like to go watch movies tonight.<A>OK. And where will you be seeing the movie?<U>It will be better if it's Creek's End, Oregon.<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>I have considered watching Mulan, but we also have kids accompanying us.<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. Disney seems like a great choice. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>Oh it will be better if it's AMC Mercado 24 as it's closer than the other.<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>No problem. It looks like tonight’s remaining showtimes for Mulan at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?<U>The earliest one will be okay, 5.00pm.<A>Great. And how many tickets?<U>Can you book three tickets?<A>All right. Let me confirm that you’d like three tickets for Mulan at AMC Mercado 24 tonight at 5:00pm. Is that all correct?<U>Yes.<A>Is it OK to go ahead and purchase these tickets?<U>Yes. Please continue.<PN>book_tickets<PAN>num.tickets<PAV>three<PAN>name.movie<PAV>Mulan<PAN>name.theater<PAV>AMC Mercado 24<PAN>date.showing<PAV>tonight<PAN>time.showing<PAV>5:00pm<PR>book_tickets<PRAN>status<PRAV>success<A>OK. Your tickets are purchased and details for how to proceed have been sent to your email address. Can I help with anything else?	[A]OK. Enjoy your movie!	dlg-8f746eb7-1db4-4355-94c6-bc283243009e
<U>what does it say about backcountry?<C><U>I am trying to purchase two tickets to a good movie currently showing in the theaters for tonight<A>do you have anything specific genre in mind?<U>no. can you make any suggestion?<A>what genre do you like?<U>I would say documentary or comedy<PN>find_movies<PAN>name.genre<PAV>documentary<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>backcountry<PN>find_movies<PAN>name.genre<PAV>comedy<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>not my problem<A>Let me look this up. backcountry is a documentary and not my problem is a comedy.	[PN]get_movie_attribute[PAN]name.movie[PAV]backcountry[PAN]attribute[PAV]description.plot	dlg-43714047-cb12-4e21-b203-c612eb3f81c5
<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<C><U>Hey, I'd like to see a movie<A>Sure, how many tickets do you want?<U>4<A>What is your location?<U>I'm in Spring Hills, Kansas<A>Ok, and what would you like to see?<U>You know, I'm not sure<A>I can read a list of movies if you'd like<U>Yeah, that'd be nice, please do<PN>find_movies<PAN>location<PAV>Spring Hills, Kansas<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>Family Jewels<PRAV>Shuttered<PRAV>Beyond the Storm<PRAV>Backcountry<A>Not My Problem, Family Jewels, Shuttered, Beyond the Storm, and Backcountry<U>Tell me about Beyond the Storm<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>description.plot	[PN]get_movie_attribute[PAN]name.movie[PAV]Beyond the Storm[PAN]attribute[PAV]name.person	dlg-d37bf022-489f-4c78-9a85-4562c84f3109
<U>No, I want AMC Mountain 16<C><U>I'd like to buy some movie tickets at AMC Mountain 16.<A>No problem. Is there a particular type of movie you’re looking for?<U>I'd like to see an action movie<A>Sure. I can help with that. Let me check listings at AMC Mercado 24.	[A]Oh, sorry about that. So you’re interested in action films at AMC Mountain 16, right?	dlg-06e462ed-56f3-41c9-bef8-df47a01e11b5
<PR>get_movie_attribute<PRAN>review.critic<PRAV>It has a score of 69%<C><U>Hi, I'm looking to book tickets to a film in my area but I need some information on the movies I'm deciding on.<A>Sure, I can help with that. Let me get your location first.<U>Okay, I'm in Spring Hills Kansas.<A>Thank you. Now what films were you deciding on?<U>I was looking at Shuttered, Not My Problem, and Family Jewels.<A>Okay, and what information about those films did you need specifically?<U>I don't have any idea what the films are about so I was looking for a quick run down on what they were about and how critics rated the movie.<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>about a woman that moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>critics score of 61%<A>Alright, I understand. I can help with that. I'll start with Shuttered. Shuttered is a horror film about a woman that moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm. It has a critics score of 61%.<U>Okay. How about the other two?<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>about a troubled teen that tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>critics score of 72%<A>Not My Problem is about a troubled teen that tries to convince his depressed elderly neighbor that things are not what they seem. It has a critics score of 72%.<U>What genre of film is that one?<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy<A>It's a comedy.<U>Okay, and what about Family Jewels?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>review.critic	[PN]get_movie_attribute[PAN]name.movie[PAV]Family Jewels[PAN]attribute[PAV]description.plot	dlg-feffd7be-4b8d-48b6-913e-41f126604087
<U>Oh that sounds awesome! I'm so excited to see it.<C><U>I'm ready to see a movie tonight, can you help?<A>OK. Can you tell me the city and state where the theater is located?<U>Oh I haven't been out in ages. I'm so excited to get out and watch a good movie.<A>Great. Can you tell me the city and state where you plan to see the movie?<U>I'm actually located in Santa Barbara, California.<A>Got it. Are you interested in a particular movie?<U>There are so many theaters around here in town.<A>OK. Is there a movie you have in mind?<U>Oh I'm super excited to see an action movie.<PN>find_theaters<PAN>location<PAV>Santa Barbara, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<PN>find_movies<PAN>name.theater<PAV>AMC Mountain 16<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<A>Ok. Let’s see what action films are out in that area.<PN>find_movies<PAN>name.theater<PAV>AMC Mercado 24<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>empty<A>I found one action movie at AMC Mountain 16: No Time To Die. Are you interested in that one?<U>I think my best friend really likes those movies. It might be because they are more popular, from what I've noticed anyways.<A>OK. Are you interested in this movie though?<U>Oh yes! Can you tell me the showtimes?<PN>find_showtimes<PAN>name.theater<PAV>AMC Mountain 16<PAN>date.showing<PAV>tonight<PAN>name.movie<PAV>No Time To Die<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm<A>OK. Remaining showtimes for No Time To Die at AMC Mountain 16 are 4:30pm, 6:40pm and 9:10pm.<U>9:10pm<A>Got it. And how many tickets?<U>I would just need tickets for my wife, mom and dad<A>All right. Let me confirm that you’d like three tickets for No Time To Die at AMC Mountain 16 tonight at 9:10pm. Is that all correct?	[A]I hear you. Can you confirm the details are correct?	dlg-8966b712-44ea-453b-abf8-f2a80180fa41
<PR>get_movie_attribute<PRAN>description.plot<PRAV>It is about Yosemite in all its glory in this award winning film that delves into the wonders of one of the United State’s most iconic national parks<C><U>I'm interested in watching a movie.<A>What movie are you interested in watching?<U>Is Backcountry playing?<A>Yes<U>What is it about?<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>description.plot	[A]It is about Yosemite in all its glory in this award winning film that delves into the wonders of one of the United State’s most iconic national parks.	dlg-f45b67ba-b334-4286-8fbf-47880c30d960
<PR>find_showtimes<PRAN>time.showing<PRAV>3pm<PRAV>5pm<PRAV>7pm<PRAV>9pm<C><U>Hello, I'd like to see if you have a movies available in my area.<A>Sure. What movie are you looking to see today?<U>I'm interested in seeing Uncut Gems.<A>Great, what city are you located?<U>I'm in Manhattan.<A>Do you have a specific theater in your city that you want to see the film?<U>No, All of the theaters are close to my location.<A>Uncut Gems is currently playing in two different theaters.<U>Which one has the highest customer ratings?<PN>find_theaters<PAN>name.movie<PAV>Uncut Gems<PAN>location<PAV>Manhattan<PR>find_theaters<PRAN>name.theater<PRAV>The Regal theater<A>The Regal theater.<U>I'll reserve a ticket for that theater.<A>Excellent.<U>What are the show times for the movie?<PN>find_showtimes<PAN>name.movie<PAV>Uncut Gems<PAN>name.theater<PAV>The Regal theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any	[A]Uncut Gems is showing at 3pm, 5pm, 7pm and 9pm	dlg-8bdf9b3b-ae15-4ff0-b318-0c6d0e5b1e9f
<PR>get_movie_attribute<PRAN>name.genre<PRAV>Documentary (outdoor)<C><U>I'd like to see a movie today with a friend<A>Sure, can you confirm the number of tickets?<U>2<A>What is your location?<U>Spring Hills, Kansas<A>What would you like to see?<U>I'm undecided between two movies<A>What are the movies?<U>Backcountry and Not My Problem, can you tell me about them?<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>name.genre	[PN]get_movie_attribute[PAN]name.movie[PAV]Backcountry[PAN]attribute[PAV]rating.movie	dlg-2a85e3bc-4c0e-4f7a-9fe7-5778e5009522
<U>5.<C><U>I want to buy some movie tickets for tonight.<A>I can help with that. Do you know what you'd like to see, or do you need some help?<U>I think I want to see Five Ways to Wacky.<A>Certainly. How many tickets will you need to buy?<U>2.<A>I see you're calling from Hillview, Washington. Shall we look for theaters there?<U>Yes.<PN>find_theaters<PAN>name.movie<PAV>Five Ways to Wacky<PAN>location<PAV>Hillview, Washington<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<A>Five Ways to Wacky is currently playing at the Cinemark Downtown. Shall we look for tickets here?<U>It's not showing at the AMC Multiplex Gold?<PN>find_theaters<PAN>name.movie<PAV>Five Ways to Wacky<PAN>location<PAV>Hillview, Washington<PR>find_theaters<PRAN>name.theater<PRAV>AMC Multiplex Gold<A>Unfortunately, Five Ways to Wacky is not currently showing at the AMC Multiplex Gold.<U>Can you tell me what movies are?<PN>find_movies<PAN>location<PAV>Hillview, Washington<PAN>name.theater<PAV>AMC Multiplex Gold<PR>find_movies<PRAN>name.movie<PRAV>Beholden<A>Currently showing at the AMC Multiplex Gold - Beholden.<U>What kind of movie is Beholden?<PN>get_movie_attribute<PAN>name.movie<PAV>Beholden<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>western<PN>get_movie_attribute<PAN>name.movie<PAV>Beholden<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>69% approval rating on Rotten Tomatoes<A>Beholden is classified as a western, and holds a 69% approval rating on Rotten Tomatoes.<U>Let's do that one instead, then.<PN>find_showtimes<PAN>name.movie<PAV>Beholden<PAN>name.theater<PAV>AMC Multiplex Gold<PAN>date.showing<PAV>today<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>2:00pm<PRAV>5:00pm<PRAV>8:10pm<A>Okay, no problem. Showtimes for Beholden for today include - 2:00pm - 5:00pm - 8:10pm.	[A]Alright, let's just confirm your order. You'd like 2 tickets to see Beholden, today at 5pm, at the AMC Multiplex Gold. If that sounds correct, say 'buy my tickets' and I'll complete your purchase.	dlg-8aae80e8-4ce9-45b8-bf1f-d31b49aafa51
<U>Oh yeah, I've heard of those two. Can you tell me a bit more about them.<C><U>Hi, I was looking to get some tickets to a movie.<A>Sure, I can help with that but I'll need to know where you would like to see the movie.<U>I'm in the Hillview, Washington area.<PN>resolve_location<PAN>location<PAV>Hillview, Washington area<PR>resolve_location<PRAN>location<PRAV>Hillview, Washington area<A>OK, great. What kind of movies do you like?<U>I'm in the mood for laughing. What's available in the way of comedies?<PN>find_movies<PAN>location<PAV>Hillview, Washington area<PAN>description.other<PAV>laughing<PAN>name.genre<PAV>comedies<PR>find_movies<PRAN>name.movie<PRAV>King Johnny<PRAV>Five Ways to Wacky<A>There are two available in your area: King Johnny and Five Ways to Wacky.	[PN]get_movie_attribute[PAN]name.movie[PAV]King Johnny[PAN]attribute[PAV]rating.movie	dlg-2fd2415f-5b4f-41b9-85da-9ff009490824
<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<C><U>I haven't been out of the house for a bit and I want to get to see a movie this weekend.<A>OK, what day specifically were you looking at?<U>I was looking at this upcoming Saturday.<A>Where are you?<U>I'm right now in Spring Hills Kansas.<PN>find_movies<PAN>location<PAV>Spring Hills Kansas<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PRAV>Family Jewels<A>There are Shuttered and Family Jewels screening now in Spring Hills.<U>What are they rated?<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie	[PN]get_movie_attribute[PAN]name.movie[PAV]Family Jewels[PAN]attribute[PAV]rating.movie	dlg-13a83a9a-e34e-4163-9db8-0de982d59777
<U>Yes, I wonder what the best movies for the season are right now.<C><U>What are the best movies in theaters right now?<A>Should I do a search of reviews for you?	[PN]find_movies[PAN]description.other[PAV]best movies	dlg-f6c9ccae-c12f-4d60-96f3-e4fbb7688268
"<U>i'm so sorry , shall we change the showtime<C><U>shall go for a movie?<A>OK. And in what city?<U>shall we go for creek,where are you working? , which movie will we go?<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>shall we go for the movie ""mulan"" it is a nice movie and my friend says me to watch the movie<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>and i think it may be nice,shall we watch it?<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>No problem. It looks like tonight’s remaining showtimes for Mulan at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?<U>okay,shall we go for 5.00 PM<A>Great. And how many tickets?<U>just two tickets and sorry i have forgotten which theater that i had booked. wait for a while i will ask my agent and confirm that<A>Sure, you chose AMC Mercado 24."	[A]For the showtime you said you preferred 5:00pm.	dlg-16c8fbde-8a43-45d0-b3ea-9c3cbcd707a3
<U>Yes, please.<C><U>Assistant, I want to go see the new Zombieland movie later today.<A>Okay, which theater would you like to go to?<U>I'm thinking Regal Foothill Towne Center in Foothill Ranch, CA.<A>Okay. I will pull up all the available times for that location. Give me one moment please.<U>Okay, thanks.<A>Okay, it looks like there is a showing at 4:20 pm. Will that work?<U>Hmm.. I'd have to move my schedule around to make that work. Are there any other showings available?<A>No, sorry. Would you like to look at a different location?<U>No, that's okay. How about a different movie?<A>Okay, what other movie would you like to see?<U>I've already seen Joker but I wouldn't mind going again. Pull up the available times for Joker.<A>Okay, pulling up times for Joker at Regal Foothill Towne Center. How does 7:10 pm sound?<U>Oh, perfect. 7:10 would work great.<A>Okay. Would you like to purchase tickets for the 7:10 pm showing of Joker?	[A]How many tickets?	dlg-8b8bf146-6f8c-4b63-9f66-c7cbafe332b7
<U>Hi. I would like to buy movie tickets.	[A]Okay. I can help with that. Which movie are you interested in seeing?	dlg-ac0ceea5-c834-44a1-b5b7-f34de40d7060
<U>Oh interesting. I would like to get two tickets to Emma then.<C><U>I want to know if you guys are open and I want to watch a movie tongiht.<A>Sure. What movie would you like to see?<U>Not sure yet, I want to know what is on these days around my area.<A>No problem. Can you tell me what city you’re in?<U>I live around Oak Valley.<PN>find_movies<PAN>location<PAV>Oak Valley, Arkansas<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Emma<A>Ok. There are a couple of popular films out in your area: No Time To Die and Emma. Do either of those sound interesting?<U>I know a bit about No Time To Die, but what is Emma about?<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>Emma<PR>get_movie_attribute<PRAN>description.plot<PRAV>In this adaptation of Jane Austen's classic novel, pretty socialite Emma Woodhouse, played by Gwyneth Paltrow, entertains herself by playing matchmaker for those around her<A>OK. Here’s the description of Emma: In this adaptation of Jane Austen's classic novel, pretty socialite Emma Woodhouse, played by Gwyneth Paltrow, entertains herself by playing matchmaker for those around her.	[PN]find_theaters[PAN]location[PAV]Oak Valley, Arkansas[PAN]name.movie[PAV]Emma	dlg-eb197ad8-62dc-457a-89f4-d2501f344d4b
<U>Yes.<C><U>Hi! I could use some help.<A>Of course, how may I help?<U>I'd like to see a movie, please.<A>Sure! What sounds good?<U>Well, my kid wants to go see Sonic the Hedgehog, so I guess that.<A>Sure! Where would you like to see it?<U>I'd like to go to the Cinemark theater in Erie, PA<A>Of course. What time of day would you like to see it?<U>Afternoon, please.<PN>find_showtimes<PAN>name.movie<PAV>Sonic the Hedgehog<PAN>name.theater<PAV>Cinemark theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>Afternoon<PR>find_showtimes<PRAN>time.showing<PRAV>2:30 p.m<PRAV>4:30 p.m<A>Certainly. There are showings at 2:30 p.m. and 4:30 p.m.<U>Actually, one second. He changed his mind. He now wants to go see Dolittle.<A>You would like to switch your movie selection to Dolittle?<U>Yes, please.<A>And you would still like to see it in the afternoon?	[PN]find_showtimes[PAN]name.movie[PAV]Dolittle[PAN]name.theater[PAV]Cinemark theater[PAN]date.showing[PAV]today[PAN]time.preference[PAV]Afternoon	dlg-3f4a4c86-e3bf-4ebe-9875-acd2e815e8e4
<U>I'm looking for a good drama it should be rated R and edgy. I want it to make me think and it feel realistic, with good acting and memorable.	[PN]find_movies[PAN]description.other[PAV]I'm looking for a good drama it should be rated R and edgy. I want it to make me think and it feel realistic, with good acting and memorable[PAN]location[PAV]nearby[PAN]name.genre[PAV]drama	dlg-b2dd2153-fb32-4b3c-a533-2dee90a729d9
<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday<C><U>Hi there!<A>Hello sir how can I help you?<U>I need some movie details running now.<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem:<PRAV>10:05pmFamily Jewels:<PRAV>8:10pmShuttered:<PRAV>9:00pmBeyond the Storm:<PRAV>8:30pmBackcountry:<PN>find_theaters<PAN>name.movie<PAV>Not My Problem:	[PN]find_theaters[PAN]name.movie[PAV]10:05pmFamily Jewels:	dlg-8dfe86ec-f343-4fee-a7f1-b760dc69a638
<U>The Regent<C><U>I am thinking of going to the movies<A>do you know what movie you would like to see<U>Is Star Wars playing<A>Yes a new Star Wars is playing<U>ok lets go to that one<A>what theater	[A]what time	dlg-b59bc42e-fb34-4373-823d-0234af079903
<U>I would like to try the Downtown AMC then.<C><U>I want to purchase tickets to see the movie The Hunt<A>How many tickets will you be needing?<U>I need 5 tickets.<A>What day do you want to see this movie?<U>I want to see the movie today.<A>What location of theater would you want?<U>I want to go to the IMAX in Valrico<PN>check_tickets<PAN>name.movie<PAV>The Hunt<PAN>name.theater<PAV>Valrico<PAN>num.tickets<PAV>5<PAN>time.showing<PAV>2pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>available<PN>find_showtimes<PAN>name.movie<PAV>The Hunt<PAN>name.theater<PAV>Valrico<PAN>date.showing<PAV>today<PAN>type.screening<PAV>IMAX<PR>find_showtimes<PRAN>time.showing<PRAV>2pm<A>I am showing that there are 5 tickets available for the 2pm showing of The Hunt today at the IMAX in Valrico.<U>Is it showing at any other time?<A>No, there are not any other showings at this time.	[PN]find_showtimes[PAN]name.movie[PAV]The Hunt[PAN]name.theater[PAV]Downtown AMC[PAN]date.showing[PAV]today[PAN]type.screening[PAV]IMAX	dlg-192d3ef2-9865-40e7-99a8-4acd46267926
<U>Yes, I am looking to order movie tickets.	[A]I can help you with that, your location please?	dlg-b861582c-d6f2-4c67-98b5-be9014d48b59
