<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<C><U>hey there, I need some movie tickets.<A>I can help with that, what movie?<U>Whatever is new, something exciting like action or scary, anything like that showing?<A>I can check it out! What is your location?<U>I am in the Spring Hills Kansas area.<PN>find_movies<PAN>description.other<PAV>new, something exciting<PAN>location<PAV>Spring Hills Kansas<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PRAV>Beyond The Storm<A>Ok, I found Shuttered and Beyond The Storm.<U>ok, can I get some details?<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 61%<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.person	[A]Sure, Shuttered - Horror - rated R - Rotten Tomatoes 61% - Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm. An then Beyond The Storm - Action - rated PG-13 - Rotten Tomatoes 81% - Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron.	dlg-dab573e7-61dd-4a5b-ab66-286f1aa14fa3
<U>What do you suggests? Anything good out?<C><U>Is there anything good out tonight at the theaters?<A>OK. Do you have anything in mind?<U>Not really.<A>Sure. And what city are you looking in?<U>I am hanging out with my buddies in Brando, Texas at the moment.<PN>resolve_location<PAN>location<PAV>Brando, Texas<PR>resolve_location<PRAN>location<PRAV>Brando, Texas<A>Brando, Texas. Got it. And is there a particular type of movie you’d like to see?	[PN]find_movies[PAN]location[PAV]Brando, Texas	dlg-a507ec6b-986b-451d-9a07-73bfe7710b11
<U>Correct.<C><U>Hello, I would like to purchase tickets for Sonic: Hedgehog<A>Alright, great! And which specific location are you currently at?<U>I am currently in Philadelphia, Pennsylvania<PN>find_theaters<PAN>name.movie<PAV>Sonic: Hedgehog<PAN>location<PAV>Philadelphia, Pennsylvania<PR>find_theaters<PRAN>name.theater<PRAV>Regal UA Riverview Plaza IMAX and RPX<A>There are currently several showings at Regal UA Riverview Plaza IMAX and RPX for Sonic: The Hedgehog.<U>And which showtimes are there for standard showing?<PN>find_showtimes<PAN>name.movie<PAV>Sonic: The Hedgehog<PAN>name.theater<PAV>Regal UA Riverview Plaza IMAX and RPX<PAN>date.showing<PAV>today<PAN>type.screening<PAV>standard<PR>find_showtimes<PRAN>time.showing<PRAV>5:00 PM<PRAV>6:40 PM<PRAV>7:40 PM<PRAV>9:20 PM<PRAV>10:20 PM<A>5:00 PM, 6:40 PM, 7:40 PM, 9:20 PM and 10:20 PM are the current showings.<U>Nice. Uhm, I would like to choose a 7:40 PM showing. Thank you<A>No problem, sir. And how many tickets would that be?<U>Actually before that I would like to switch my movie.<A>Sure. Sir, what movie would you like to see?<U>Knives Out<PN>find_showtimes<PAN>name.movie<PAV>Knives Out<PAN>name.theater<PAV>Regal UA Riverview Plaza IMAX and RPX<PAN>date.showing<PAV>today<PAN>type.screening<PAV>standard<PR>find_showtimes<PRAN>time.showing<PRAV>11:45<PRAV>2:45 PM<A>Knives Out currently has two showings for 11:45 and 2:45 PM<U>I would like to order 3 tickets then for the 2:45 PM showing.<A>Would those be adult, senior or children tickets?<U>I would like two adult tickets and one children ticket please.<A>Excellent! The cost of that will be 28.35 including taxes and other fees. Will that be alright?<U>Yes, perfect.<A>So, to confirm you placing an order for 3 tickets to see Knives Out at Regal UA Riverview Plaza IMAX and RPX for Knives out at 2:45 PM?	[PN]book_tickets[PAN]name.movie[PAV]Knives Out[PAN]name.theater[PAV]Regal UA Riverview Plaza IMAX and RPX[PAN]num.tickets[PAV]two adult tickets and one children[PAN]time.showing[PAV]2:45 PM[PAN]date.showing[PAV]today[PAN]seating[PAV]any	dlg-5d9ce6d9-5fca-4a6e-84ab-6a84ebf3cd2d
<U>No thank you, that’s it.<C><U>Hi, I need to order some movie tickets.<A>Sure thing, for what location?<U>Tucson, Arizona.<A>OK, I can do that for you, what movie would you like?<U>I need two tickets for the movie 1917.<PN>find_theaters<PAN>location<PAV>Tucson, Arizona<PAN>name.movie<PAV>1917<PR>find_theaters<PRAN>name.theater<PRAV>The Harkins<PRAV>the regal<PRAV>the Cinemark<A>I have found that movie at three locations near you. The Harkins, the regal, and the Cinemark. Do you have a preference?<U>Yes, let’s go with the Cinemark.<PN>find_showtimes<PAN>name.movie<PAV>1917<PAN>name.theater<PAV>Tucson Cinemark<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>9:00 PM<A>OK, the movie 1917 is playing at the Tucson Cinemark the next showing tonight is 9:00 PM.<U>That sounds perfect, is it in the IMAX by chance?<A>No, that is a standard showing, do you want me to proceed?<U>Yes, that’s fine.<A>So, just to confirm, do you want to tickets for the movie 1917 at the Tucson Cinemark at 9:00 PM tonight?<U>Yes, that’s what I would like.<A>OK, let me purchase those for you. Do you want me to use the card I have on file?<U>Yes, that would be great.<A>OK, your total for that transaction is $22.50, and your tickets will arrive in your inbox shortly.<U>That’s great, thank you.<PN>book_tickets<PAN>name.movie<PAV>1917<PAN>name.theater<PAV>Tucson Cinemark<PAN>num.tickets<PAV>two<PAN>time.showing<PAV>9:00 PM<PAN>date.showing<PAV>tonight<PAN>seating<PAV>any<PR>book_tickets<PRAN>status<PRAV>success<A>No worries, can I get you anything else tonight?	[A]Goodbye.	dlg-732db198-766b-477a-a756-b687cfb4f203
<U>Hello	[A]Hello, how may I help you?	dlg-847e5439-e23c-4ba5-abc1-958fc0b72e8a
<PR>find_theaters<PRAN>name.theater<PRAV>landmark<PRAV>pacific theatres<C><U>hi i'd like to buy tickets for 1917<A>sure, i can do that. where are you located?<U>i'm located in los angeles.<PN>find_theaters<PAN>name.movie<PAV>1917<PAN>location<PAV>los angeles	[A]what theater would you like? there's the landmark and the pacific theatres at the grove as two good choices.	dlg-a354a04d-9506-43a7-98f6-3b57103b6eef
<U>This Saturday around 2 pm?<C><U>Can you help me with movie tickets?<A>Yes, I'd be happy to. In which city and location?<U>In Honolulu...I'm thinking one at Ward.<A>Sure, the Consolidated theater at Ward. For what movie?<U>Call of the Wild, please.<A>Yes, they have several showings. Date and time?	[PN]find_showtimes[PAN]name.movie[PAV]Call of the Wild[PAN]name.theater[PAV]Consolidated theater[PAN]date.showing[PAV]Saturday[PAN]time.preference[PAV]around 2 pm	dlg-bd1f3187-962e-4491-b28a-bb385614279a
<PR>find_theaters<PRAN>name.theater<PRAV>Mountain AMC 16<PRAV>Holiday Cinemark 12<C><U>Please find me a movie<A>How would you like to watch your movie?<U>In the theater.<A>What movie would you like to see?<U>Either No Time To Die OR Mulan.<A>Where would you like to see it?<U>Stoneyford Oregon<A>What Theater?<U>Either Mountain AMC 16 and Holiday Cinemark 12<A>What Time?<U>7:00 PM<A>What Day<U>Tomorrow<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>Stoneyford Oregon<PR>find_theaters<PRAN>name.theater<PRAV>Mountain AMC 16<PRAV>Holiday Cinemark 12<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Stoneyford Oregon	[A]I'm sorry, neither movie is available in either theater.	dlg-0def8a9d-be94-4c81-b8cc-9d1a64bec946
<U>Ideally I want a seat on the right side of the room, in a row that is not near the front of the screen, somewhere in the middle.<C><U>Hello I would like to purchase tickets for a tomorrow showing of Frozen 2?<A>At which theatre and showing would you like to purchase tickets for Frozen 2?<U>I was planning on buying two tickets for my best friend and I to watch Frozen 2 at the Harkins Theatre in Cerritos, California.<A>What is your preferred showtime for the movie?<U>I wanted to watch the movie preferably near noon, ideally no later than 11:45 am.<PN>check_tickets<PAN>name.movie<PAV>Frozen 2<PAN>name.theater<PAV>Harkins Theatre<PAN>num.tickets<PAV>two<PAN>time.preference<PAV>no later than 11:45 am<PAN>date.showing<PAV>tomorrow<PR>check_tickets<PRAN>status<PRAV>unavailable<A>I'm sorry but there are currently no more tickets available for morning showtimes, may I interest you in a later time?<U>What's the next time available to watch Frozen II tomorrow?<A>The next time available would be at 2:00 pm, would that be alright by you?<U>I don't think I can make it at that time, can I instead purchase tickets to another movie?<A>Of course, which movie did you have in mind?<U>My best friend was also interested in watching A Beautiful Day in the Neighborhood, are there any showtimes for the movie tomorrow?<A>Yes, the movie has several showtime options to pick from for tomorrow?<U>What is the earliest showtime available for the movie, is there one near noon?<A>There is a showtime available at 11:40 am, would you be interested in that showtime?<U>That sounds perfect, please purchase two tickets for that showtime.<A>What seating arrangement would you like, and are there any other seating preferences you have?	[A]Would two seats in ROW E be acceptable for your viewing?	dlg-a8ca2a85-e7c1-4c8e-86df-a8e30b0c51e1
<U>Yes.<C><U>I would like some movie tickets.<A>For what movie.<U>Shuttered or Backcountry.<A>So you are unsure which one?	[A]What can I do to help you come to a decision?	dlg-2c197dda-06fe-48a6-8ad4-370288575c99
<U>Yeah, that one sounds good.<C><U>I’d like to go out to the movies tonight.<A>OK. Do you have anything in mind?<U>Not really, open to suggestions.<A>Sure. And what city are you looking in?<U>I think the nearest town to me is Brando, Texas. I just moved so I’m not really sure what’s where!<A>Brando, Texas. Got it. And is there a particular type of movie you’d like to see?<U>I don’t really know what’s playing. Can you tell me some that are?<PN>find_movies<PAN>location<PAV>Brando, Texas<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Stella’s House<A>A few titles playing in your area are No Time To Die, Mulan, and Stella’s House.<U>Oh! Stella’s House, I keep hearing about that one on Facebook. Who is the director?<PN>get_movie_attribute<PAN>attribute<PAV>name.person<PAN>name.movie<PAV>Stella’s House<PR>get_movie_attribute<PRAN>name.person<PRAV>Clyde Stewart<A>The director of Stella’s House is Clyde Stewart.<U>Oh yep, he’s made some good movies. Where and when could I see Stella’s house around here?<PN>find_theaters<PAN>name.movie<PAV>Stella’s House<PAN>location<PAV>Brando, Texas<PR>find_theaters<PRAN>name.theater<PRAV>Milford Theater<PN>find_showtimes<PAN>name.movie<PAV>Stella’s House<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>Milford Theater<PR>find_showtimes<PRAN>time.showing<PRAV>4:40pm<PRAV>7:10pm<PRAV>9:30pm<A>OK. Stella’s House is playing at the Milford Theater. Showtimes are 4:40pm, 7:10pm, and 9:30pm. Which one would you prefer?<U>Shoot, forgot I already made plans tonight. Can we change that to tomorrow?<A>No problem. Let me check the showtimes for tomorrow.<PN>find_showtimes<PAN>name.movie<PAV>Stella’s House<PAN>date.showing<PAV>tomorrow<PAN>name.theater<PAV>Milford Theater<PR>find_showtimes<PRAN>time.showing<PRAV>4:40pm<PRAV>7:10pm<PRAV>9:30pm<A>OK. The showtimes for tomorrow are the same. Which one should I book?<U>What was the latest one again?<A>Sure. The last showing is 9:30pm.	[A]All right. Let me confirm. You’d like 4 tickets for the 9:30pm showing of Stella’s House at Milford Theater tomorrow. Is that all correct?	dlg-de8ca11f-0154-4df7-95b3-4b82785745f8
"<U>Scary Stories to Tell in the Dark was a childhood guilty pleasure of mine with the book. But I don't normally like scary movies.<C><U>I usually like funny movies or actions movies when I go to the theater.<A>I would recommend Zombieland 2 or the latest Terminator.<U>I did really like the first Zombieland. I haven't seen the newer Terminators.<PN>get_movie_attribute<PAN>name.movie<PAV>Zombieland 2<PAN>attribute<PAV>review.audience<PR>get_movie_attribute<PRAN>review.audience<PRAV>91% of google users liked Zombieland<A>91% of google users liked Zombieland.<U>I'm also interested in seeing The Joker. I love the joker character.<PN>get_movie_attribute<PAN>name.movie<PAV>Joker<PAN>attribute<PAV>review.audience<PR>get_movie_attribute<PRAN>review.audience<PRAV>93% of Google users liked this movie. There are multiple negative reviews though<A>93% of Google users liked this movie. There are multiple negative reviews though.<U>I know. I normally don't like the way dark movies make me feel. But I am aware the Joker is a dark character. I'm also interested in Children's franchises.<PN>find_movies<PAN>description.other<PAV>don't like the way dark movies make me feel. But I am aware the Joker is a dark character. I'm also interested in Children's franchises<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Maleficent<PRAV>Addam's Family<PRAV>Abominable<A>There are multiple out right now. Maleficent, Addam's Family and Abominable.<U>I never saw the first Maleficent. But I would be interested in the Addam's Family.<A>There are positive reviews for this movie. ""A star studded voice cast"" according to Google.<U>Great, I think my boyfriend would be interested in The Joker or Zombieland 2. I will probably wait to see Addam's Family until it comes out on DVD.<A>Users claimed to have left the theater happy after watching Zombieland 2. There are multiple articles of users leaving the theater because of the Joker being dark.<U>Yeah, for date night this weekend, I think I'd rather go see Zombieland 2 so my mood isn't brought down by the movie. I understand it can get pretty real about mental illness.<A>Are there any other movies you are interested in currently?"	[A]Reviews say that if you are familiar with the book, that you will enjoy the movie.	dlg-d390ede0-8d7d-4568-84bc-5d2d9cd1a0ef
<U>We know about No Time to Die, but what is Emma about?<C><U>I want to get some tickets for a movie tonight.<A>Sure. What movie would you like to see?<U>We really don't know what's playing in the area. We need to get some names of what's playing.<A>No problem. I can give you the names of a couple of movies playing in your area. What city are you going to see the movie in?<U>We live in Oak Valley, Arkansas, so somewhere in Oak Valley or really close.<PN>find_movies<PAN>location<PAV>Oak Valley, Arkansas<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Emma<A>Ok. There are a couple of popular films out in your area: No Time To Die and Emma. Do either of those sound interesting?	[PN]get_movie_attribute[PAN]attribute[PAV]description.plot[PAN]name.movie[PAV]Emma	dlg-8de4625c-26a1-4a58-8913-87cc58baf8da
<U>Hi, I want to get some movie tickets	[A]what would you like to see	dlg-0e389a50-7e0f-490b-8be5-35b2a7d6f952
<PR>book_tickets<PRAN>status<PRAV>success<C><U>Hello there. I'm planning about going to the movies tonight.<A>Sure. What movie would you like to see?<U>Well actually I haven't decided yet. Matter of fact I don't know what Movies are playing on the theater around here. Can you please help me with it?<A>No problem. Can you tell me what city you’re in?<U>Yes, I am in Oak Valley, Arkansas<PN>find_movies<PAN>location<PAV>Oak Valley, Arkansas<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Emma<A>Ok. There are a couple of popular films out in your area: No Time To Die and Emma. Do either of those sound interesting?<U>Actually I love James Bond movies but can you tell me what Emma is about?<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>Emma<PR>get_movie_attribute<PRAN>description.plot<PRAV>In this adaptation of Jane Austen's classic novel, pretty socialite Emma Woodhouse, played by Gwyneth Paltrow, entertains herself by playing matchmaker for those around her<A>OK. Here’s the description of Emma: In this adaptation of Jane Austen's classic novel, pretty socialite Emma Woodhouse, played by Gwyneth Paltrow, entertains herself by playing matchmaker for those around her.<U>Well, the description sounds interesting to me so I think Emma it is. So, I want to tickets to Emma.<PN>find_theaters<PAN>location<PAV>Oak Valley, Arkansas<PAN>name.movie<PAV>Emma<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mercado 24<PN>find_showtimes<PAN>date.showing<PAV>tonight<PAN>name.movie<PAV>Emma<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>OK. Emma is playing at AMC Mercado 24 today at 5:00pm, 7:10pm, and 9:45pm. Which time would you like?<U>At 7:10 is fine<A>All right. Let me confirm that you’d like two tickets for Emma at AMC Mercado 24 tonight at 7:10pm. Is that all correct?<U>Yes<A>Is it OK to go ahead and purchase these tickets?<U>Yes, go ahead<PN>book_tickets<PAN>num.tickets<PAV>two<PAN>name.movie<PAV>Emma<PAN>name.theater<PAV>AMC Mercado 24<PAN>date.showing<PAV>tonight<PAN>time.showing<PAV>7:10pm	[A]OK. Your tickets are purchased and details for how to proceed have been sent to your email address. Can I help with anything else?	dlg-e26526d3-b083-4be5-857b-8e4f67ec6e3d
<U>Yeah that's right but actually wait I'm not sure she wants to see it in 3D. Can we hold off for now?<C><U>I have a date night planned for me and my wife, and I'm trying to decide what film to go see.<A>That sounds like fun. How can I help with that?<U>We planned a date night out in New York City this Friday so we were hoping to do dinner and a movie.<A>If I understand you correctly, you want me to scan for show times in New York City after 5 PM?<U>Yeah, that would be great. We're flexible as to whether we go to dinner before the movie or after.<A>Understood. Do you have a particular movie theatre that you want me to look at show times for?<U>No, anywhere is fine. We really just care about the film more than anything else. What is playing?<PN>find_movies<PAN>location<PAV>New York City<PR>find_movies<PRAN>name.movie<PRAV>Cats<PRAV>Jumanji<PRAV>Black Christmas<PRAV>Star Wars<PRAV>Bad Boys<A>Popular films playing in theatres in New York City are Cats, Jumanji, Black Christmas, Star Wars, and a special screening of Bad Boys.<U>That sounds interesting but we've seen Bad Boys already. What are the show times like for Cats?<A>There are many show times available Friday night. Would you like to choose a particular theatre?<U>Yeah, if that makes things easier, let's do the Coho theatre downtown.<PN>find_showtimes<PAN>name.movie<PAV>Cats<PAN>name.theater<PAV>Coho theatre<PAN>date.showing<PAV>Friday<PAN>time.preference<PAV>after 5 PM<PR>find_showtimes<PRAN>time.showing<PRAV>5 PM<PRAV>6:30 PM<PRAV>8:30 PM<A>The Coho theatre has the following show times for Cats: 5 PM, 6:30 PM, 8:30 PM.<U>Okay, and what are the times like for Star Wars?<PN>find_showtimes<PAN>name.movie<PAV>Star Wars<PAN>name.theater<PAV>Coho theatre<PAN>date.showing<PAV>Friday<PAN>time.preference<PAV>after 5 PM<PR>find_showtimes<PRAN>time.showing<PRAV>5 PM<PRAV>8:30 PM<PRAV>6:30 PM<PRAV>5:30 PM<PRAV>7 PM<PRAV>7:30 PM<PRAV>8 PM<A>The Coho theatre has the following show times for Star Wars: 5 PM, 5:30 PM, 6:30 PM, 7 PM, 7 PM, 7:30 PM, 8 PM, 8 PM.<U>Why are some of those show times repeated. Are those special screenings or something?<A>Those are all of the options available. Some showings are in standard definition, IMAX, and 3D.<U>Okay, what are the 3D showings like?<PN>find_showtimes<PAN>name.movie<PAV>Star Wars<PAN>name.theater<PAV>Coho theatre<PAN>date.showing<PAV>Friday<PAN>type.screening<PAV>3D<PR>find_showtimes<PRAN>time.showing<PRAV>5:30 PM<PRAV>7 PM<PRAV>7:30 PM<PRAV>8 PM<A>The 3D showings for Star Wars are 5:30 PM, 7:30 PM, 8 PM.<U>Okay, I think the 7:30 PM one would work best for us.<A>Understood. Tickets for the 3D show are 11.50 per person. Is this acceptable?<U>Yes, that's fine.<A>How many tickets would you like to purchase?<U>Just the two tickets.<A>Understood. To confirm, you would like two tickets to a 3D screening of Star Wars at Coho theatre at 7:30 PM Friday night?	[A]If I understand you correctly, you would like me to store this information so you can complete the purchase at a later time?	dlg-f99f3498-92a9-4ac5-9441-ff4a2f840f02
<U>My Hero Academia: Heroes Rising<C><U>Hi, I would like to purchase movie tickets.<A>What city will you be seeing the movie?<U>Las Vegas, Nevada<A>What movie theater will you be going to?<U>Century 16 Santa Fe Station<A>What movie would you like to see?	[A]What format will you be seeing it in?	dlg-707587de-5697-4493-bde2-73266c245bdf
<U>Spring Hills Kansas<C><U>I want to get tickets to a movie<A>Great. I'm happy to help.<U>Cool.<A>Where are you located?	[A]And what movie did you want to see?	dlg-a91ea710-b9c5-4b0b-8cb2-1f0a43c2eedc
<U>What are the highest rated movies currently in theaters?	[PN]find_movies[PAN]review.audience[PAV]highest rated[PAN]location[PAV]nearby	dlg-e477f800-28a0-447f-99c4-0be113f96e8b
<U>thank you<C><U>assistant please give me the weekends latest movie releases<A>coming right up<U>make it for a imax screen<A>any specific location<U>yes L.A<A>okay searching<U>and can you see if center seats are available<A>yes i can, how ma seats would you like<U>two seats will do<A>okay so far no 11 pm movies are available for imax screen comedy<U>can you check for another time<PN>check_tickets<PAN>num.tickets<PAV>two<PAN>time.showing<PAV>11 pm<PAN>date.showing<PAV>today<PAN>seating<PAV>center<PR>check_tickets<PRAN>status<PRAV>unavailable<A>looks like they are all sold out for comedy on the imax screen for all times,<U>can you tell me what is the latest showing of the comedy movie<PN>find_showtimes<PAN>date.showing<PAV>today<PAN>type.screening<PAV>imax<PR>find_showtimes<PRAN>time.showing<PRAV>12:30 a.m<A>late show 12:30 a.m<U>are there any seats available<A>let me check on that<U>and can you check for large screen available times<PN>check_tickets<PAN>num.tickets<PAV>two<PAN>time.showing<PAV>12:30 a.m<PAN>date.showing<PAV>today<PAN>seating<PAV>center<PR>check_tickets<PRAN>status<PRAV>unavailable<A>okay the late show is booked for comedy on imax screen<U>what about large screen availability<PN>check_tickets<PAN>num.tickets<PAV>two<PAN>time.showing<PAV>11 pm<PAN>date.showing<PAV>today<PAN>seating<PAV>center<PR>check_tickets<PRAN>status<PRAV>available<A>large screen has multiple times and seating availability<U>can you change from imax to large screen and book me two seats in the center for 11pm<PN>book_tickets<PAN>num.tickets<PAV>two<PAN>time.showing<PAV>11pm<PAN>date.showing<PAV>today<PAN>seating<PAV>center<PR>book_tickets<PRAN>status<PRAV>success<A>your seats are booked for 11 pm large screen	[A]your welcome	dlg-ce8d3bfb-b16d-4d6a-9808-3944bb75b085
<PR>find_showtimes<PRAN>time.showing<PRAV>6:00pm<PRAV>8:10pm<PRAV>10:25pm<C><U>I need help finding show times for a movie I want to see tonight.<A>Okay, what movie are you looking for?<U>It's called Possession, I can't seem to find it in my area.<A>I can help, what is your location?<U>I'm in Cedar Creek North Carolina.<A>I'll search your area now.<U>Great, I hope there is something nearby, My mom and have been wanting to see this for a while.<PN>find_theaters<PAN>name.movie<PAV>Possession<PAN>location<PAV>Cedar Creek North Carolina<PR>find_theaters<PRAN>name.theater<PRAV>Cima Ultraplex 20<PRAV>Northgate Cinemas 12<A>There are two theaters in your area playing Possession. The Cima Ultraplex 20 and Northgate Cinemas 12.<U>I think Northgate is further away from us. What are the show times at the Cima Ultraplex 20?<PN>find_showtimes<PAN>name.movie<PAV>Possession<PAN>location<PAV>Cedar Creek North Carolina<PAN>name.theater<PAV>Cima Ultraplex 20<PR>find_showtimes<PRAN>time.showing<PRAV>4:00pm<PRAV>6:10pm<PRAV>8:30pm<A>The Cima Ultraplex 20 is showing 4:00pm 6:10pm and 8:30pm.<U>Those show times are too early, does the other theater have the same show times?<PN>find_showtimes<PAN>name.movie<PAV>Possession<PAN>location<PAV>Cedar Creek North Carolina<PAN>name.theater<PAV>Northgate Cinemas 12	[A]No, the Northgate Cinemas 12 is showing Possession 6:00pm 8:10pm and 10:25pm.	dlg-bc32af6d-888e-4acb-8977-ed3b2e711576
<U>We would like to see it at 8:00 pm.<C><U>Good morning. I would like to see a movie. Can you tell me what is playing?<A>Sure. Is there any certain type of movie you like?<U>I like all movies but today I would like to see a Drama.<A>Where are you located so I can get a list?<U>Ocean Springs. And would like to see it at Beacon Theatres.<PN>find_movies<PAN>name.theater<PAV>Beacon Theatres<PAN>location<PAV>Ocean Springs<PAN>name.genre<PAV>Drama<PR>find_movies<PRAN>name.movie<PRAV>1917<PRAV>The Photograph<PRAV>Downhill<A>Here are a few. 1917, The Photograph, and Downhill. Any sound good?<U>Sure, I would like to see The Photograph please.<A>How many tickets will you need?<U>Will need 6 tickets please.<A>What time would you like to see the movie?	[A]What type of screening would you like?	dlg-1e74e3f6-2080-427b-85e0-6e9427f9d26b
<U>I would love to see Mulan cause of the new acts included<C><U>Hi, i would love to go see a movie tonight, interested?<A>OK. And in what city?<U>well, i'm considering Creek's End, Oregon<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?	[PN]find_theaters[PAN]name.movie[PAV]Mulan[PAN]location[PAV]Creek’s End, Oregon	dlg-7dc1f4bb-da8e-4b60-a199-ffb00a49b249
<PR>get_movie_attribute<PRAN>review.critic<PRAV>81 percent<C><U>Can you help me get movie tickets?<A>Sure. What's your location?<U>I'm in Spring Hills, Kansas.<PN>find_theaters<PAN>location<PAV>Spring Hills, Kansas<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theaters<PRAV>Cinemark Downtown<A>Oh, yes, I see two theaters there: AMC Holiday Theaters and the Cinemark Downtown. Do you have a preference?<U>No, either one is fine.<A>Okay. What movie would you like to see?<U>Can you tell me about the two with the highest ratings?<PN>find_movies<PAN>location<PAV>Spring Hills, Kansas<PR>find_movies<PRAN>name.movie<PRAV>'Backcountry'<PRAV>'Beyond the Storm'<PN>get_movie_attribute<PAN>name.movie<PAV>'Backcountry'<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>91 percent<PN>get_movie_attribute<PAN>name.movie<PAV>'Beyond the Storm'<PAN>attribute<PAV>review.critic	[PN]get_movie_attribute[PAN]name.movie[PAV]'Backcountry'[PAN]attribute[PAV]name.genre	dlg-708a9ddf-4035-4a67-95d3-8d7dad5b79c1
<U>For my two friends and I.<C><U>I'd like to buy some tickets at AMC Mountain 16<A>OK. I understand that you’d like to get tickets for tonight. Can you tell me the city and state where the theater is located?<U>Anywhere is Santa Barbara, CA<PN>find_theaters<PAN>location<PAV>Santa Barbara, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>OK. And are you interested in AMC Mountain 16 or AMC Mercado 24?<U>Mountain 16 obviously..<A>Sorry for the trouble but I wanted to make sure I have it right.<U>OK.<A>Is there a particular movie you’re looking for?<U>I'm short on time. Can we speed this up a bit??<A>OK, so far I understand that you are interested in tickets for tonight at AMC Mountain 16. We just need to decide on a movie, the number of tickets and a showtime.<U>What movies are playing at AMC Mountain 16?<PN>find_movies<PAN>name.theater<PAV>AMC Mountain 16<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<A>I found two movies at AMC Mountain 16: No Time To Die and Mulan.<U>No Time to Die sounds good.<PN>find_showtimes<PAN>name.theater<PAV>AMC Mountain 16<PAN>date.showing<PAV>tonight<PAN>name.movie<PAV>No Time To Die<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm Let's say 9:10pm<A>Got it. And how many tickets?	[A]All right. Let me confirm that you’d like three tickets for No Time To Die at AMC Mountain 16 tonight at 9:10pm. Is that all correct?	dlg-f9b1f358-22ef-42af-b6e8-ec6e7f42ddab
